Id,Season,SiteId,Site,Nestbox,CH1903X,CH1903Y,CH1903Altitude,WGS84Latitude,WGS84Longitude,WGS84Altitude,LayingDate,LayingDateErrorMargin,PredictedLayingDate,PredictedLayingDateErrorMargin,MaleRing,FemaleRing,FailureReason,FailureDate,SizeOriginally,SizeAfterCrossFostering,IncompleteEggCount,HatchSizeBiolObserved,HatchSizeBiolSupposed,HatchSizeRaisedObserved,HatchSizeRaisedSupposed,UnhatchedEggs,InfertileEggs,DeadEmbryos,AbandonedEggs,BrokenEggs,Fledglings,AnnClutchBySite,AnnClutchByMale,AnnClutchByFemale,CrossFostered,CrossFosteredPartial,ClutchIdRaised1,ClutchIdRaised2,ClutchIdRaised3,EggsTakenForCrossFostering,CrossFosteringType,SuccessfulClutchNumberByNestbox,SuccessfulClutchNumberBySite,SuccessfulClutchNumberByMaleRing,SuccessfulClutchNumberByFemaleRing,AttemptedClutchNumberByNestbox,AttemptedClutchNumberBySite,AttemptedClutchNumberByMaleRing,AttemptedClutchNumberByFemaleRing,BornEggs,BornAliveEggs,BornDeadEggs,BornDeadEggsUnspecified,BornDeadEggsInfertile,BornDeadEggsEmbryo,BornDeadEggsAbandoned,BornDeadEggsBroken,BornUnobservedEggs,RaisedEggs,RaisedAliveEggs,RaisedDeadEggs,RaisedDeadEggsUnspecified,RaisedDeadEggsInfertile,RaisedDeadEggsEmbryo,RaisedDeadEggsAbandoned,RaisedDeadEggsBroken,RaisedUnobservedEggs,BornBirds,BornNestlingsEstimated,BornNestlingsObserved,BornFledglingsEstimated,BornFledglingsObserved,BornAdultsEstimated,BornAdultsObserved,HatchBirds,HatchNestlingsEstimated,HatchNestlingsObserved,HatchFledglingsEstimated,HatchFledglingsObserved,HatchAdultsEstimated,HatchAdultsObserved,RaisedBirds,RaisedNestlingsEstimated,RaisedNestlingsObserved,RaisedFledglingsEstimated,RaisedFledglingsObserved,RaisedAdultsEstimated,RaisedAdultsObserved
1205,2011,99,Rueyres Palud,99B,,,,,,,03/04/2011,,,,M022788,M022690,,,8,8,,,,7,8,,,,,,0,1,1,1,1,1,1187,1205,,,,1,1,1,1,1,1,1,1,8,8,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,8,7,7,7,2,0,2,0,7,7,7,2,0,2,0,7,7,7,0,0,0,0
1206,2011,105,Sauge,105A,,,,,,,13/04/2011,,,,M011832,M022695,,,8,8,,5,7,6,6,0,0,1,,,6,1,1,1,1,0,1196,,,,,1,1,1,1,1,1,1,1,8,7,1,0,0,1,0,0,8,8,6,2,0,1,1,0,0,8,5,5,5,1,0,1,0,5,5,5,1,0,1,0,6,6,6,6,6,6,1
1207,2011,117,Vallon51,117A,,,,,,,06/07/2011,,,,M011236,M022166,,,8,8,,7,8,7,8,1,,,,,3,1,2,2,0,,1207,,,,,1,1,2,2,1,1,2,2,8,7,1,1,0,0,0,0,8,8,7,1,1,0,0,0,0,8,7,7,7,3,0,3,0,7,7,7,3,0,3,0,7,7,7,3,0,3,0
1208,2011,126,Wallenried F,126,,,,,,,17/07/2011,,,,,M022183,,,,5,,,,,,,,,,,0,1,,2,0,,,,,,,1,1,,2,1,1,,2,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,2011,142,Cousset 25,142,,,,,,,13/06/2011,,,,M022039,M014948,,,,,1,,,,,,,,1,,0,1,3,3,0,,,,,,,1,1,1,1,1,1,2,2,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,2011,167,Mussillens 40,167A,,,,,,,01/04/2011,,,,M022195,M022647,,,8,8,,8,8,6,6,0,0,0,,,2,1,1,1,1,0,1199,,,,,1,1,1,1,1,1,1,1,8,8,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,8,7,7,7,3,2,3,1,7,7,7,3,2,3,1,6,6,6,2,1,2,0
1211,2011,173,Salavaux Broye,173A,,,,,,,16/03/2011,,,,M011827,M022154,,,4,4,,3,3,4,4,0,0,1,,,2,1,1,1,1,0,1202,,,,,1,1,1,1,1,1,1,1,4,3,1,0,0,1,0,0,4,4,4,0,0,0,0,0,0,4,3,3,3,2,2,2,1,3,3,3,2,2,2,1,4,4,4,2,1,2,1
1212,2011,175,Sevaz La Condémine44,175,,,,,,,16/04/2011,,,,M020320,M022699,,,4,4,,1,1,4,4,0,3,0,,,0,1,1,1,1,0,1213,,,,,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,4,4,4,4,0,0,0,0,4,4,4,0,0,0,0,4,4,4,4,0,4,0
1213,2011,176,St-Aubin 46,176,,,,,,,15/04/2011,,,,M022186,M022700,,,5,5,,5,5,5,5,0,0,0,,,0,1,1,1,1,1,1212,1213,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,5,5,5,4,0,4,0,5,5,5,4,0,4,0,5,5,5,0,0,0,0
1214,2011,183,Vallamand-Dessous Petit-Lac58,183,,,,,,,17/06/2011,,,,M011827,M022154,,,7,7,,7,7,7,7,0,0,0,,,4,1,2,2,0,,1214,,,,,1,1,2,2,1,1,2,2,7,7,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,7,7,7,7,4,2,4,0,7,7,7,4,2,4,0,7,7,7,4,2,4,0
1215,2011,188,Villars-le-Grand 49,188,,,,,,,15/04/2011,,,,M026251,M012772,,,7,7,,7,7,6,7,0,0,0,,,6,1,1,1,1,0,1239,,,,,1,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,7,7,7,7,4,1,4,0,7,7,7,4,1,4,0,6,6,6,6,2,6,0
1216,2011,195,Mauguettaz Nveaux,195B,,,,,,,28/03/2011,,,,M011060,M005469,,,5,5,,5,5,5,5,0,0,0,,,5,1,1,1,1,0,1204,,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,5,5,5,4,3,4,3,5,5,5,4,3,4,3,5,5,5,5,4,5,0
1217,2011,202,Bavois Pré Chaillet,202B,,,,,,,14/04/2011,,,,M022577,M020873,,,5,5,,4,5,4,5,0,0,0,,,4,1,1,1,0,,1217,,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,4,4,4,4,2,4,2,4,4,4,4,2,4,2,4,4,4,4,2,4,2
1218,2011,203,Belmont s/Yverdon Le Marais,203A,,,,,,,22/07/2011,,,,,,,,,2,,,,,,,,,,,0,1,,,0,,,,,,,1,1,,,1,1,,,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,2011,205,Orbe Bochuz,205B,,,,,,,10/04/2011,,,,M022386,M022666,,,6,6,,5,6,4,6,1,1,0,,,2,1,1,1,1,0,1225,,,,,1,1,1,1,1,1,1,1,6,5,1,0,1,0,0,0,6,6,5,1,0,1,0,0,0,6,5,5,5,4,1,4,1,5,5,5,4,1,4,1,4,4,4,2,1,2,1
1220,2011,224,Essert-Pittet Les Vernes /autoroute,224B,,,,,,,12/04/2011,,,,,,,,9,9,,,,,,9,,,,,0,1,,,0,,,,,,,1,1,,,1,1,,,9,0,9,9,0,0,0,0,9,9,0,9,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,2011,224,Essert-Pittet Les Vernes /autoroute,224B,,,,,,,28/05/2011,,,,,,,,4,4,,,,,,0,0,0,,,0,2,,,0,,,,,,,2,2,,,2,2,,,4,4,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,2011,225,Essert-Pittet gare,225,,,,,,,05/06/2011,,,,,,,,6,6,,,,,,,,,,,0,1,,,0,,,,,,,1,1,,,1,1,,,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,2011,261,Suscévaz village,261,,,,,,,02/04/2011,,,,M022353,M022689,,,6,6,,,,6,6,0,0,0,,,3,1,1,1,1,0,1190,,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,6,6,6,3,2,3,2,6,6,6,3,2,3,2,6,6,6,3,0,3,0
1224,2011,279,Orny02 Les Saugeons,279B,,,,,,,07/07/2011,,,,M000373,M022688,,,7,7,,6,7,6,7,,,,,,4,1,2,2,1,0,1200,,,,,1,1,2,2,1,1,2,2,7,7,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,7,6,6,6,6,4,6,4,6,6,6,6,4,6,4,6,6,6,4,1,4,0
1225,2011,280,Orny03 chevaux/Bavois L'Islan,280A,,,,,,,09/04/2011,,,,M000373,M022688,,,5,5,,4,5,5,5,,,,,,4,1,1,1,1,0,1219,,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,4,4,4,2,1,2,1,4,4,4,2,1,2,1,5,5,5,4,1,4,1
1226,2011,289,Ependes Grand Marais,289,,,,,,,04/06/2011,,,,895280,M006151,,,8,8,,8,8,8,8,,,,,,0,1,1,1,0,,1226,,,,,1,1,1,1,1,1,1,1,8,8,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,8,7,7,7,0,0,0,0,7,7,7,0,0,0,0,7,7,7,0,0,0,0
1227,2011,292,Orbe Vaux Vully,292A,,,,,,,13/07/2011,,,,M022577,M020873,,,,4,,3,,3,,0,1,0,,,3,1,2,2,0,,1227,,,,,1,1,2,2,1,1,2,2,4,3,1,0,1,0,0,0,4,4,3,1,0,1,0,0,0,4,3,3,3,3,0,3,0,3,3,3,3,0,3,0,3,3,3,3,0,3,0
1228,2011,293,Orbe canal,293A,,,,,,,16/04/2011,,,,M026285,,,,,4,,4,,4,,0,0,0,,,4,1,,,0,,1228,,,,,1,1,1,,1,1,1,,4,4,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,4,4,4,4,4,4,4,1,4,4,4,4,4,4,1,4,4,4,4,4,4,1
1229,2011,294,Orbe Les Uttins,294B,,,,,,,22/07/2011,,,,M022386,M022666,,,,,,3,,3,,,,,,,2,1,2,2,0,,1229,,,,,1,1,2,2,1,1,2,2,3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,3,2,1,2,0,3,3,3,2,1,2,0,3,3,3,2,1,2,0
1230,2011,305,Missy Vernettes,305B,,,,,,,28/06/2011,,,,M005424,M022958,,,8,8,,,,8,8,,,,,,7,1,2,2,1,1,1230,1241,,,,1,1,2,2,1,1,2,2,8,8,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,8,4,4,4,2,0,2,0,4,4,4,2,0,2,0,8,8,8,7,3,7,1
1231,2011,407,Valeyres-sous-Ursins village,407,,,,,,,16/05/2011,,,,891245,M026270,,,6,6,,,,5,6,0,0,0,,,5,1,4,1,1,1,1184,1231,,,,1,1,2,1,1,1,2,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,6,6,6,5,3,5,1,6,6,6,5,3,5,1,5,5,5,5,3,5,1
1232,2011,417,Valeyres-sous-Ursins Les Vernes,417,,,,,,,17/04/2011,,,,891245,M022490,,,6,6,,,,5,6,,,,,,4,1,4,1,1,0,1201,,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,6,6,5,1,0,0,1,0,0,6,6,6,6,3,0,3,0,6,6,6,3,0,3,0,5,5,5,4,0,4,0
1233,2011,438,Bavois Le Coudray,438,,,,,,,10/04/2011,,,,M010954,M026254,,,6,6,,6,6,6,6,0,0,0,,,6,1,1,1,0,,1233,,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,6,6,6,6,2,6,0,6,6,6,6,2,6,0,6,6,6,6,2,6,0
1234,2011,439,Villars-le-Terroir Mordagnon,439,,,,,,,08/04/2011,,,,M022355,M026253,,,6,6,,2,5,2,5,0,0,0,,1,2,1,4,1,0,,1234,,,,,1,1,1,1,1,1,1,1,6,5,1,0,0,0,0,1,6,6,5,1,0,0,0,0,1,6,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,1
1235,2011,441,Penthaz Montilier,441,,,,,,,08/04/2011,,,,M020867,M026255,,,7,7,,6,7,6,7,,,,,,4,1,1,1,0,,1235,,,,,1,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,7,6,6,6,3,2,3,1,6,6,6,3,2,3,1,6,6,6,3,2,3,1
1236,2011,442,Penthalaz Ravary,442A,,,,,,,09/07/2011,,,,M020867,M026255,,,8,8,,8,8,8,8,0,0,0,,,6,1,2,2,0,,1236,,,,,1,1,2,2,1,1,2,2,8,8,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,8,8,8,8,6,4,6,1,8,8,8,6,4,6,1,8,8,8,6,4,6,1
1237,2011,443,Cossonay Les Vouxes,443,,,,,,,04/05/2011,,,,M022161,M026256,,,6,6,,5,,5,,0,0,0,,,4,1,1,1,0,,1237,,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,2
1238,2011,446,Lussery Le Moulin N,446A,,,,,,,01/04/2011,,,,M022563,M011803,,,7,7,,6,6,6,6,0,0,0,,1,6,1,1,1,0,,1238,,,,,1,1,1,1,1,1,1,1,7,6,1,0,0,0,0,1,7,7,6,1,0,0,0,0,1,7,6,6,6,6,3,6,2,6,6,6,6,3,6,2,6,6,6,6,3,6,2
1239,2011,461,Ins Birkehof,461,,,,,,,19/04/2011,,,,M020305,M026252,,,7,7,,6,7,7,7,,,,,,4,1,1,1,1,0,1215,,,,,1,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,7,6,6,6,6,2,6,0,6,6,6,6,2,6,0,7,7,7,4,1,4,0
1240,2011,454,Goumoens-la-Ville La Rippe,454,,,,,,,22/05/2011,,,,M022355,M022389,,,7,7,,7,7,7,7,0,0,0,,,5,1,4,1,0,,1240,,,,,1,1,2,1,1,1,2,1,7,7,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,7,7,7,7,5,3,5,2,7,7,7,5,3,5,2,7,7,7,5,3,5,2
1241,2011,463,Fruchtschur,463,,,,,,,23/06/2011,,,,M011832,M022700,,,6,6,,,,2,6,,,,,,0,1,2,3,1,0,1230,,,,,1,1,2,2,1,1,2,2,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,5,5,5,5,3,5,1,5,5,5,5,3,5,1,2,2,2,0,0,0,0
1242,2011,282,Yverdon Manege,282,,,,,,,12/06/2011,,,,,M022689,,,,,,,,5,,,,,,,,1,,2,0,,,,,,,1,1,,2,1,1,,2,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,5,5,5,0,0,0,0,5,5,5,0,0,0,0
1243,2012,303,Montet Les Marinis,303,,,,,,,11/03/2012,,,,M011816,M004500,,,8,7,,4,8,7,7,,,,,,5,1,1,1,1,0,1314,,,,,1,1,1,1,1,1,1,1,8,8,0,0,0,0,0,0,8,7,7,0,0,0,0,0,0,7,4,4,4,3,2,3,0,4,4,4,3,2,3,0,7,7,7,5,2,5,1
1244,2012,90,Payerne BF,90,,,,,,,17/03/2012,,,,M026265,M020581,,,6,6,,5,6,5,6,,,,,,5,1,1,1,1,0,1254,,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,5,5,5,4,0,4,0,5,5,5,4,0,4,0,5,5,5,5,1,5,1
1245,2012,8,Avenches Vuagere,8B,,,,,,,08/03/2012,,,,M022580,M022971,,,8,8,,6,6,8,8,0,1,1,,,7,1,1,1,1,0,1256,,,,,1,1,1,1,1,1,1,1,8,6,2,0,1,1,0,0,8,8,8,0,0,0,0,0,0,8,6,6,6,6,1,6,1,6,6,6,6,1,6,1,8,8,8,7,1,7,0
1246,2012,5,Avenches Paquis,5,,,,,,,03/03/2012,,,,,M022126,Unspecified,30/04/2012,6,6,,2,5,2,5,3,1,0,4,,0,1,,1,0,0,1246,,,,,,,,,1,1,,1,6,2,4,0,1,0,3,0,6,6,2,4,0,1,0,3,0,6,2,2,2,0,0,0,0,2,2,2,0,0,0,0,2,2,2,0,0,0,0
1247,2012,261,Suscévaz village,261,,,,,,,13/03/2012,,,,M022353,M006151,,,7,8,,4,7,7,7,,,,,,7,1,1,1,1,0,1276,,,,,1,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,7,8,8,0,0,0,0,0,0,8,4,4,4,3,0,3,0,4,4,4,3,0,3,0,8,8,8,7,0,7,0
1248,2012,173,Salavaux Broye,173A,,,,,,,03/03/2012,,,,M011827,M022154,,,7,8,,6,6,7,7,0,1,0,,,2,1,1,1,1,0,1252,,,,,1,1,1,1,1,1,1,1,7,6,1,0,1,0,0,0,7,8,7,1,0,1,0,0,0,8,6,6,6,4,1,4,0,6,6,6,4,1,4,0,7,7,7,2,0,2,0
1249,2012,126,Wallenried F,126,,,,,,,16/03/2012,,,,,890843,,,8,8,,4,,4,,,0,,,,2,1,,1,0,,1249,,,,,1,1,,1,1,1,,1,8,8,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,8,2,2,2,2,0,2,0,2,2,2,2,0,2,0,2,2,2,2,0,2,0
1250,2012,61,Granges-Marnand Nicod30,61,,,,,,,10/03/2012,,,,M011019,895274,,,9,7,,6,9,7,8,,,,,,6,1,1,1,1,0,1255,,,,,1,1,1,1,1,1,1,1,9,9,0,0,0,0,0,0,9,7,7,0,0,0,0,0,0,7,6,6,6,2,0,2,0,6,6,6,2,0,2,0,7,7,7,6,0,6,0
1251,2012,446,Lussery Le Moulin N,446B,,,,,,,04/03/2012,,,,,M011803,Unspecified,23/04/2012,8,6,,3,8,3,6,,,,,,0,1,,1,1,0,1278,,,,,,,,,1,1,,1,8,8,0,0,0,0,0,0,8,6,6,0,0,0,0,0,0,6,6,6,6,0,0,0,0,6,6,6,0,0,0,0,3,3,3,0,0,0,0
1252,2012,3,Autavaux TV,3B,,,,,,,29/02/2012,,,,M001670,M022647,,,8,7,,7,7,6,6,0,1,0,,,3,1,1,1,1,0,1248,,,,,1,1,1,1,1,1,1,1,8,7,1,0,1,0,0,0,8,7,6,1,0,1,0,0,0,7,7,7,7,2,0,2,0,7,7,7,2,0,2,0,6,6,6,4,1,4,0
1253,2012,34,Cugy S,34A,,,,,,,09/03/2012,,,,M022096,M026073,,,7,6,,6,6,6,6,0,1,0,,,4,1,1,1,1,0,1261,,,,,1,1,1,1,1,1,1,1,7,6,1,0,1,0,0,0,7,6,6,0,0,0,0,0,0,6,6,6,6,6,0,6,0,6,6,6,6,0,6,0,6,6,6,4,1,4,0
1254,2012,44,Dompierre Nveaux,44A,,,,,,,09/03/2012,,,,M022131,M014481,,,6,6,,5,6,5,6,,,,,,4,1,1,1,1,0,1244,,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,5,5,5,5,1,5,1,5,5,5,5,1,5,1,5,5,5,4,0,4,0
1255,2012,67,Léchelles 67,67A,,,,,,,07/03/2012,,,,M022581,M014948,,,7,9,,7,8,6,9,,,,,,2,1,1,1,1,0,1250,,,,,1,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,7,9,9,0,0,0,0,0,0,9,7,7,7,6,0,6,0,7,7,7,6,0,6,0,6,6,6,2,0,2,0
1256,2012,41,Domdidier Jordan,41B,,,,,,,04/03/2012,,,,M026075,M005415,,,8,8,,8,8,6,7,0,0,0,,,6,1,1,1,1,0,1245,,,,,1,1,1,1,1,1,1,1,8,8,0,0,0,0,0,0,8,8,6,2,0,1,1,0,0,8,8,8,8,7,1,7,0,8,8,8,7,1,7,0,6,6,6,6,1,6,1
1257,2012,103,Salavaux GrandJean,103B,,,,,,,20/03/2012,,,,M026360,M022066,,,10,9,,3,10,5,9,,,,,,5,1,1,1,1,0,1275,,,,,1,1,1,1,1,1,1,1,10,10,0,0,0,0,0,0,10,9,9,0,0,0,0,0,0,9,2,2,2,2,0,2,0,2,2,2,2,0,2,0,6,6,6,5,3,5,0
1258,2012,98,Ressudens Carignan50,98A,,,,,,,06/03/2012,,,,M011681,M022680,,,7,6,,6,7,6,6,,,,,,5,1,1,1,1,0,1264,,,,,1,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,7,6,6,0,0,0,0,0,0,6,6,6,6,6,1,6,0,6,6,6,6,1,6,0,6,6,6,5,2,5,0
1259,2012,305,Missy Vernettes,305A,,,,,,,10/03/2012,,,,M005424,M022958,,,7,7,,6,7,3,7,,,,,,1,1,1,1,1,0,1266,,,,,1,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,7,6,6,6,6,1,6,1,6,6,6,6,1,6,1,3,3,3,3,0,3,0
1260,2012,147,Delley Abeilles,147,,,,,,,15/03/2012,,,,M006488,M006491,,,8,8,,1,8,6,8,,,,,,4,1,1,1,1,0,1269,,,,,1,1,1,1,1,1,1,1,8,8,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,8,5,5,5,5,1,5,0,5,5,5,5,1,5,0,6,6,6,4,2,4,0
1261,2012,95,Portalban,95A,,,,,,,08/03/2012,,,,M022186,M022193,,,6,7,,6,6,6,6,0,0,0,,,6,1,1,1,1,0,1253,,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,6,7,6,1,0,1,0,0,0,7,6,6,6,4,1,4,0,6,6,6,4,1,4,0,6,6,6,6,0,6,0
1262,2012,171,Ressudens Croisée,171,,,,,,,11/03/2012,,,,M012591,M022129,,,5,4,,3,5,2,4,,,,,,0,1,1,1,1,0,1263,,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,4,3,3,3,3,1,3,1,3,3,3,3,1,3,1,2,2,2,0,0,0,0
1263,2012,91,Payerne Chomiau,91B,,,,,,,21/03/2012,,,,M022039,M026076,,,4,5,,2,4,3,5,,,,,,3,1,1,1,1,0,1262,,,,,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,5,2,2,2,0,0,0,0,2,2,2,0,0,0,0,3,3,3,3,1,3,1
1264,2012,82,Morens_old,82B,,,,,,,03/03/2012,,,,M022100,M026262,,,6,7,,6,6,6,6,0,0,0,,,6,1,1,1,1,0,1258,,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,6,7,7,0,0,0,0,0,0,7,6,6,6,5,2,5,0,6,6,6,5,2,5,0,6,6,6,6,1,6,0
1265,2012,56,Grandcour Dame,56A,,,,,,,18/03/2012,,,,M026204,M026394,,,5,5,,2,5,5,5,,,,,,4,1,1,1,1,0,1268,,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,2,2,2,2,0,2,0,2,2,2,2,0,2,0,5,5,5,4,0,4,0
1266,2012,57,Grandcour Marcuard,57,,,,,,,05/03/2012,,,,M020580,M026077,,,7,7,,3,7,6,7,,,,,,6,1,1,1,1,0,1259,,,,,1,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,7,3,3,3,3,0,3,0,3,3,3,3,0,3,0,6,6,6,6,1,6,1
1267,2012,94,Planches,94B,,,,,,,16/03/2012,,,,M026078,M026079,,,7,7,,5,7,5,7,,,,,,5,1,1,1,1,0,1277,,,,,1,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,7,5,5,5,5,2,5,0,5,5,5,5,2,5,0,5,5,5,5,0,5,0
1268,2012,178,St-Aubin 48,178B,,,,,,,13/03/2012,,,,,M012660,,,5,5,,5,5,2,5,0,0,0,,,0,1,,1,1,0,1265,,,,,1,1,,1,1,1,,1,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,5,5,5,4,0,4,0,5,5,5,4,0,4,0,2,2,2,2,0,2,0
1269,2012,104,Salavaux T,104A,,,,,,,10/03/2012,,,,M026276,M026080,,,8,8,,6,8,5,8,,,,,,5,1,1,1,1,0,1260,,,,,1,1,1,1,1,1,1,1,8,8,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,8,6,6,6,4,2,4,0,6,6,6,4,2,4,0,5,5,5,5,1,5,0
1270,2012,175,Sevaz La Condémine44,175,,,,,,,23/03/2012,,,,M022055,M026157,,,7,7,,,7,,7,7,,,7,,,1,1,1,0,,,,,,,1,1,1,1,1,1,1,1,7,0,7,0,0,0,7,0,7,7,0,7,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,2012,27,Corcelles Favre,27B,,,,,,,12/03/2012,,,,M022113,M022135,,,6,6,,2,2,2,2,0,4,0,,,2,1,1,1,0,,1271,,,,,1,1,1,1,1,1,1,1,6,2,4,0,4,0,0,0,6,6,2,4,0,4,0,0,0,6,2,2,2,2,1,2,0,2,2,2,2,1,2,0,2,2,2,2,1,2,0
1272,2012,167,Mussillens 40,167A,,,,,,,13/03/2012,,,,M022195,M026201,,,6,7,,6,6,7,7,0,0,0,,,7,1,1,1,1,0,1282,,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,6,7,7,0,0,0,0,0,0,7,6,6,6,6,1,6,0,6,6,6,6,1,6,0,7,7,7,7,2,7,2
1273,2012,40,Domdidier Eglise,40,,,,,,,22/03/2012,,,,M012595,M026258,,,5,6,,0,5,3,6,,,,,,0,1,1,1,1,,,,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,2012,32,Cournillens Goilles,32,,,,,,,17/03/2012,,,,887328,M026158,,,6,6,,5,5,5,6,0,1,0,,,5,1,1,1,1,0,1284,,,,,1,1,1,1,1,1,1,1,6,5,1,0,1,0,0,0,6,6,6,0,0,0,0,0,0,6,5,5,5,5,0,5,0,5,5,5,5,0,5,0,5,5,5,5,1,5,1
1275,2012,289,Ependes Grand Marais,289,,,,,,,19/03/2012,,,,,M026159,,,9,10,,,,3,,10,,,,,2,1,,1,1,0,1257,,,,,1,1,,1,1,1,,1,9,9,0,0,0,0,0,0,9,10,10,0,0,0,0,0,0,10,6,6,6,5,3,5,0,6,6,6,5,3,5,0,2,2,2,2,0,2,0
1276,2012,422,Belmont-sur-Yverdon Le Villaret II,422,,,,,,,18/03/2012,,,,M026160,M026029,,,8,7,,7,7,4,7,0,1,0,,,3,1,1,1,1,0,1247,,,,,1,1,1,1,1,1,1,1,8,8,0,0,0,0,0,0,8,7,7,0,0,0,0,0,0,7,8,8,8,7,0,7,0,8,8,8,7,0,7,0,4,4,4,3,0,3,0
1277,2012,293,Orbe canal,293A,,,,,,,15/03/2012,,,,M026161,M022666,,,7,7,,5,7,5,7,,,,,,5,1,4,1,1,0,1267,,,,,1,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,7,5,5,5,5,0,5,0,5,5,5,5,0,5,0,5,5,5,5,2,5,0
